0 1 1 1
0.01 1.00579 1.11973 0.984168
0.02 1.02244 1.23989 0.970071
0.03 1.04901 1.3618 0.957833
0.04 1.08479 1.48667 0.947617
0.05 1.12924 1.61561 0.93962
0.06 1.18196 1.74966 0.934077
0.07 1.24271 1.8898 0.931262
0.08 1.31135 2.03699 0.931493
0.09 1.38784 2.19211 0.935137
0.1 1.47224 2.35608 0.942616
0.11 1.56467 2.52975 0.954411
0.12 1.66533 2.71401 0.971075
0.13 1.7745 2.90971 0.993239
0.14 1.89249 3.11771 1.02162
0.15 2.01968 3.33887 1.05705
0.16 2.15648 3.57402 1.10045
0.17 2.30335 3.82401 1.15288
0.18 2.46078 4.08963 1.21555
0.19 2.62929 4.37166 1.2898
0.2 2.80943 4.6708 1.37719
0.21 3.00175 4.9877 1.47941
0.22 3.20681 5.32288 1.5984
0.23 3.42515 5.67674 1.7363
0.24 3.6573 6.04948 1.8955
0.25 3.90374 6.44109 2.07862
0.26 4.1649 6.85126 2.28853
0.27 4.44111 7.27932 2.52834
0.28 4.73259 7.72416 2.8014
0.29 5.03942 8.18416 3.11125
0.3 5.36146 8.65707 3.46158
0.31 5.69837 9.13993 3.85619
0.32 6.04951 9.62893 4.29881
0.33 6.41387 10.1194 4.79309
0.34 6.79007 10.6055 5.34229
0.35 7.17625 11.0805 5.94922
0.36 7.57004 11.5366 6.61584
0.37 7.96847 11.9646 7.34312
0.38 8.36796 12.3547 8.13059
0.39 8.7643 12.6961 8.97613
0.4 9.1526 12.9776 9.87556
0.41 9.52737 13.1878 10.8224
0.42 9.88259 13.3158 11.8079
0.43 10.2118 13.3517 12.8203
0.44 10.5083 13.2873 13.846
0.45 10.7654 13.1169 14.8688
0.46 10.9765 12.8376 15.8711
0.47 11.1357 12.4503 16.8343
0.48 11.2379 11.9595 17.74
0.49 11.2789 11.3739 18.5706
0.5 11.2562 10.7056 19.3105
0.51 11.1687 9.96981 19.9471
0.52 11.0169 9.1839 20.4713
0.53 10.8031 8.36659 20.8779
0.54 10.5311 7.53673 21.1658
0.55 10.2062 6.71234 21.338
0.56 9.83466 5.9097 21.4005
0.57 9.42372 5.1427 21.3623
0.58 8.98108 4.42244 21.2343
0.59 8.51462 3.75703 21.0283
0.6 8.0321 3.15171 20.7567
0.61 7.54092 2.60904 20.4315
0.62 7.04789 2.12929 20.0641
0.63 6.5591 1.71087 19.6648
0.64 6.07987 1.35075 19.2426
0.65 5.61462 1.0449 18.8051
0.66 5.16699 0.788646 18.3589
0.67 4.73976 0.576992 17.909
0.68 4.335 0.40487 17.4596
0.69 3.95409 0.267329 17.0138
0.7 3.59782 0.159669 16.574
0.71 3.26648 0.0775282 16.1418
0.72 2.95992 0.0169375 15.7185
0.73 2.67767 -0.0256586 15.3047
0.74 2.41897 -0.0534005 14.901
0.75 2.18285 -0.0690276 14.5075
0.76 1.9682 -0.0749015 14.1242
0.77 1.77381 -0.0730362 13.7512
0.78 1.5984 -0.0651309 13.3882
0.79 1.44067 -0.052604 13.035
0.8 1.29931 -0.0366257 12.6914
0.81 1.17306 -0.0181502 12.3571
0.82 1.06067 0.00205488 12.0318
0.83 0.960953 0.0233821 11.7153
0.84 0.872791 0.0453594 11.4074
0.85 0.795127 0.0676293 11.1076
0.86 0.726976 0.0899292 10.8159
0.87 0.667426 0.112076 10.532
0.88 0.615638 0.13395 10.2557
0.89 0.570844 0.155485 9.98664
0.9 0.532345 0.176658 9.72475
0.91 0.499506 0.197478 9.4698
0.92 0.471759 0.217982 9.2216
0.93 0.44859 0.238225 8.97998
0.94 0.429543 0.258282 8.74475
0.95 0.414211 0.278237 8.51576
0.96 0.402236 0.298182 8.29283
0.97 0.393302 0.31822 8.07582
0.98 0.387134 0.338453 7.86457
0.99 0.383492 0.358992 7.65895
1 0.38217 0.379946 7.4588
1.01 0.382993 0.401428 7.26401
1.02 0.385812 0.423552 7.07442
1.03 0.390504 0.446435 6.88993
1.04 0.396969 0.470193 6.71041
1.05 0.405126 0.494946 6.53574
1.06 0.414915 0.520814 6.36581
1.07 0.426294 0.547922 6.20051
1.08 0.439235 0.576396 6.03975
1.09 0.453725 0.606367 5.88343
1.1 0.469766 0.637968 5.73144
1.11 0.487372 0.67134 5.58371
1.12 0.50657 0.706628 5.44016
1.13 0.527398 0.743983 5.30071
1.14 0.549905 0.783562 5.16528
1.15 0.574151 0.825533 5.03382
1.16 0.600207 0.87007 4.90627
1.17 0.628153 0.917357 4.78258
1.18 0.65808 0.967588 4.66272
1.19 0.69009 1.02097 4.54663
1.2 0.724295 1.07772 4.43431
1.21 0.760817 1.13806 4.32574
1.22 0.79979 1.20225 4.22093
1.23 0.841358 1.27053 4.11987
1.24 0.885678 1.34318 4.02259
1.25 0.932917 1.4205 3.92914
1.26 0.983257 1.50278 3.83956
1.27 1.03689 1.59036 3.75394
1.28 1.09402 1.68358 3.67237
1.29 1.15488 1.78279 3.59496
1.3 1.21969 1.88838 3.52187
1.31 1.2887 2.00076 3.45326
1.32 1.36219 2.12034 3.38933
1.33 1.44043 2.24758 3.33034
1.34 1.52372 2.38293 3.27657
1.35 1.61238 2.52687 3.22833
1.36 1.70673 2.67992 3.18601
1.37 1.80713 2.84258 3.15004
1.38 1.91395 3.01539 3.12092
1.39 2.02755 3.1989 3.09922
1.4 2.14835 3.39364 3.08558
1.41 2.27675 3.60016 3.08073
